workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
125,Group 1,,,5,1,Melissa prepared over the weekend blueberry muffins.,Melissa prepared blueberry muffins over the weekend.,0,1,26,
125,Group 1,,,95,4,Melissa gave to the team a trophy with her name.,Melissa gave a trophy with her name to the team.,0,1,27,
125,Group 1,,,458,5,John called off his small arranged family wedding in the churchouse.,John called his small arranged family wedding in the churchouse off.,0,1,28,
125,Group 1,0,,attention,,,,,,29,
52,Group 1,,,example1,1,,,,,2,
52,Group 1,,,example2,5,,,,,3,
52,Group 1,,"It makes sense, the other one didn't",5,1,Melissa prepared over the weekend blueberry muffins.,Melissa prepared blueberry muffins over the weekend.,0,1,5,
52,Group 1,,The other sentence has mixed up words.,242,7,John built a big fast boat for the homeless citizens without shelter in a city.,John built the homeless citizens without shelter in a city a big fast boat.,0,1,6,
52,Group 1,,Words are in the wrong order,236,6,John cooked a grand hearty feast with chicken for his large hungry family with extended relatives from Mississippi.,John cooked his large hungry family with extended relatives from Mississippi a grand hearty feast with chicken.,0,1,7,
52,Group 1,,B doesn't make sense.,1,1,Melissa gave for the competition a gold trophy with her name for her performance.,Melissa gave a gold trophy with her name for her performance for the competition.,0,1,8,
52,Group 1,0,,attention,,,,,,9,
52,Group 1,,,55,2,Melissa presented at the ceremony a gold trophy with her name for her performance.,Melissa presented a gold trophy with her name for her performance at the ceremony.,1,0,10,
52,Group 1,,,95,5,Melissa gave to the team a trophy with her name.,Melissa gave a trophy with her name to the team.,1,0,11,
52,Group 1,,,464,5,John put on his striped socks with lace edges from Sweden.,John put his striped socks with lace edges from Sweden on.,1,0,12,
52,Group 1,,,70,7,Melissa prepared for the party a wrapped present with red ribbon.,Melissa prepared a wrapped present with red ribbon for the party.,1,0,13,
52,Group 1,0,,attention,,,,,,14,
52,Group 1,,,458,6,John called off his small arranged family wedding in the churchouse.,John called his small arranged family wedding in the churchouse off.,0,1,15,
52,Group 1,,,289,6,Janet chatted about the project in the data for the analysis for the paper with her new assigned team for stock predictions in the company.,Janet chatted with her new assigned team for stock predictions in the company about the project in the data for the analysis for the paper.,0,1,16,
52,Group 1,,,245,2,John showed his handmade outfit to his tall older step sister.,John showed his tall older step sister his handmade outfit.,0,1,17,
52,Group 1,,,243,1,John mailed a red car for safe commuting to his sweet friendly roommate from Dubai.,John mailed his sweet friendly roommate from Dubai a red car for safe commuting.,0,1,18,
52,Group 1,0,,attention,,,,,,19,
52,Group 1,,,79,4,Melissa made over the weekend vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute over the weekend.,1,0,20,
52,Group 1,,,306,4,Janet drove in her electric car to the folk concert on fourth street.,Janet drove to the folk concert on fourth street in her electric car.,1,0,21,
52,Group 1,,,356,6,Janet negotiatied about the catastrophic project in the data for the paper with her rude unprofessional boss from Cincinnati.,Janet negotiatied with her rude unprofessional boss from Cincinnati about the catastrophic project in the data for the paper.,1,0,22,
52,Group 1,,,381,5,John put out a long statement from his client for the press.,John put a long statement from his client for the press out.,1,0,23,
52,Group 1,0,,attention,,,,,,24,
52,Group 1,,,201,6,John left chicken soup with vegetables for his friend in Ohio.,John left his friend in Ohio chicken soup with vegetables.,0,1,25,
52,Group 1,,,113,1,Melissa prepared in her kitchen a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name in her kitchen.,0,1,26,
52,Group 1,,,56,2,Melissa took during the day courses on astronomy from NASA.,Melissa took courses on astronomy from NASA during the day.,0,1,27,
52,Group 1,,,189,4,John built a beautiful big house with a deck for fishing by the lake for his unemployed sick younger brother with cancer.,John built his unemployed sick younger brother with cancer a beautiful big house with a deck for fishing by the lake.,0,1,28,
52,Group 1,0,,attention,,,,,,29,
24,Group 1,,,example1,3,,,,,2,
24,Group 1,,,example2,7,,,,,3,
24,Group 1,,,245,7,John showed his handmade outfit to his tall older step sister.,John showed his tall older step sister his handmade outfit.,0,1,5,
24,Group 1,,,70,6,Melissa prepared for the party a wrapped present with red ribbon.,Melissa prepared a wrapped present with red ribbon for the party.,0,1,6,
24,Group 1,,,1,4,Melissa gave for the competition a gold trophy with her name for her performance.,Melissa gave a gold trophy with her name for her performance for the competition.,0,1,7,
24,Group 1,,neither of these sentences are natural,289,4,Janet chatted about the project in the data for the analysis for the paper with her new assigned team for stock predictions in the company.,Janet chatted with her new assigned team for stock predictions in the company about the project in the data for the analysis for the paper.,0,1,8,
24,Group 1,0,,attention,,,,,,9,
24,Group 1,,,189,2,John built a beautiful big house with a deck for fishing by the lake for his unemployed sick younger brother with cancer.,John built his unemployed sick younger brother with cancer a beautiful big house with a deck for fishing by the lake.,1,0,10,
24,Group 1,,,5,7,Melissa prepared over the weekend blueberry muffins.,Melissa prepared blueberry muffins over the weekend.,1,0,11,
24,Group 1,,,236,1,John cooked a grand hearty feast with chicken for his large hungry family with extended relatives from Mississippi.,John cooked his large hungry family with extended relatives from Mississippi a grand hearty feast with chicken.,1,0,12,
24,Group 1,,,306,6,Janet drove in her electric car to the folk concert on fourth street.,Janet drove to the folk concert on fourth street in her electric car.,1,0,13,
24,Group 1,0,,attention,,,,,,14,
24,Group 1,,,381,7,John put out a long statement from his client for the press.,John put a long statement from his client for the press out.,0,1,15,
24,Group 1,,,95,2,Melissa gave to the team a trophy with her name.,Melissa gave a trophy with her name to the team.,0,1,16,
24,Group 1,,,356,3,Janet negotiatied about the catastrophic project in the data for the paper with her rude unprofessional boss from Cincinnati.,Janet negotiatied with her rude unprofessional boss from Cincinnati about the catastrophic project in the data for the paper.,0,1,17,
24,Group 1,,,242,7,John built a big fast boat for the homeless citizens without shelter in a city.,John built the homeless citizens without shelter in a city a big fast boat.,0,1,18,
24,Group 1,0,,attention,,,,,,19,
24,Group 1,,,56,7,Melissa took during the day courses on astronomy from NASA.,Melissa took courses on astronomy from NASA during the day.,1,0,20,
24,Group 1,,,113,5,Melissa prepared in her kitchen a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name in her kitchen.,1,0,21,
24,Group 1,,,243,4,John mailed a red car for safe commuting to his sweet friendly roommate from Dubai.,John mailed his sweet friendly roommate from Dubai a red car for safe commuting.,1,0,22,
24,Group 1,,,79,6,Melissa made over the weekend vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute over the weekend.,1,0,23,
24,Group 1,0,,attention,,,,,,24,
24,Group 1,,,201,6,John left chicken soup with vegetables for his friend in Ohio.,John left his friend in Ohio chicken soup with vegetables.,0,1,25,
24,Group 1,,,458,4,John called off his small arranged family wedding in the churchouse.,John called his small arranged family wedding in the churchouse off.,0,1,26,
24,Group 1,,,464,6,John put on his striped socks with lace edges from Sweden.,John put his striped socks with lace edges from Sweden on.,0,1,27,
24,Group 1,,,55,5,Melissa presented at the ceremony a gold trophy with her name for her performance.,Melissa presented a gold trophy with her name for her performance at the ceremony.,0,1,28,
24,Group 1,0,,attention,,,,,,29,
51,Group 10,,,example1,1,,,,,2,
51,Group 10,,,example2,7,,,,,3,
51,Group 10,,,385,7,John turned down her quarterly proposal for the funds.,John turned her quarterly proposal for the funds down.,0,1,5,
51,Group 10,,,483,7,John takes apart vintage racing motorcycles with dual exhausts from 1974.,John takes vintage racing motorcycles with dual exhausts from 1974 apart.,0,1,6,
51,Group 10,,,422,7,John worked out the revised work schedule in the team.,John worked the revised work schedule in the team out.,0,1,7,
51,Group 10,,,32,2,Melissa made over the weekend a multilevel vanilla sponge cake in green frosting with pink bows.,Melissa made a multilevel vanilla sponge cake in green frosting with pink bows over the weekend.,0,1,8,
51,Group 10,0,,attention,,,,,,9,
51,Group 10,,,275,3,Janet biked to the mall with fast food with her annoying brother.,Janet biked with her annoying brother to the mall with fast food.,1,0,10,
51,Group 10,,,179,2,John showed the tall church building by the famous artist to his tall older step sister.,John showed his tall older step sister the tall church building by the famous artist.,1,0,11,
